customer_id,initial_loan,credit_state,default_risk,p_default_sim,p_early_sim,expected_term_days,uptake_probability,profitability_score,expected_revenue,expected_loss,extension_granted,eligible
1001,1360,Good,0.03351113041589749,0.0054857142269611366,0.2037142813205719,74.71902465820312,0.7422781359521404,35.585548400878906,39.23248291015625,3.6469345092773438,1.0,1
1002,4272,Excellent,0.01134144414599463,0.003200000151991844,0.25857141613960266,90.12401580810547,0.7822446657569023,32.40321578979492,39.076480865478516,6.673265075683594,0.0,0
1003,3592,Poor,0.1252874404979861,0.020342856645584106,0.04285714402794838,46.02750778198242,0.35355342491421027,3.520819854736324,39.525211334228516,36.00439147949219,1.0,1
1004,966,Good,0.017691823216418722,0.0057142857462167745,0.2054285705089569,74.9085922241211,0.6738635510638935,36.5235876083374,39.230567932128906,2.706980323791504,1.0,1
1005,4926,Good,0.027419263763709414,0.004114285856485367,0.1997142881155014,75.34200286865234,0.6719911082215673,29.30895004272461,39.22616958618164,9.917219543457032,1.0,1
1006,3944,Poor,0.12417429512998901,0.02240000069141388,0.049714285880327225,47.287899017333984,0.3517213576194707,-4.039691162109378,39.5123291015625,43.55202026367188,0.0,1
1007,3671,Good,0.01952133782169617,0.0054857142269611366,0.19599999487400055,75.30432891845703,0.6718906027274933,29.372344970703125,39.22654342651367,9.854198455810547,0.0,0
1008,3419,Excellent,0.007783220097961763,0.0027428571134805683,0.2548571527004242,90.43199920654297,0.7825518847433047,34.495822525024415,39.07338333129883,4.577560806274414,1.0,1
1009,630,Good,0.03189271364969052,0.0054857142269611366,0.19457143545150757,74.97251892089844,0.6728957329468913,37.53761920928955,39.22991943359375,1.6923002243041994,1.0,1
1010,2185,Good,0.024540775328483005,0.0057142857462167745,0.19657142460346222,74.90314483642578,0.7059292432261641,33.11953964233398,39.230621337890625,6.111081695556641,0.0,0
1011,1269,Good,0.025833423824519492,0.004571428522467613,0.2014285773038864,74.98666381835938,0.6737978371499992,36.388790130615234,39.22978210449219,2.840991973876953,1.0,1
1012,2891,Fair,0.07246222222222223,0.013714285194873811,0.12371428310871124,59.4130973815918,0.5220991047523568,19.892262268066403,39.388328552246094,19.49606628417969,1.0,1
1013,2933,Poor,0.12338337605272796,0.020342856645584106,0.04571428522467613,46.363685607910156,0.33082512980605805,10.088224029541013,39.521732330322266,29.433508300781252,1.0,1
1014,1684,Good,0.017836464328374418,0.007085714489221573,0.20000000298023224,74.38806915283203,0.7252565546958754,33.38773956298828,39.23583984375,5.848100280761719,1.0,1
1015,3885,Fair,0.032448,0.010285714268684389,0.12285714596509933,59.92564392089844,0.5231420317405008,19.71841125488281,39.38311767578125,19.66470642089844,1.0,1
1016,4617,Fair,0.048256,0.011885714530944825,0.1177142858505249,59.68913269042969,0.5226697532507063,12.389006805419921,39.3855094909668,26.996502685546876,1.0,1
